avg_state_0_prob,avg_state_1_prob,ml_state_0_share,ml_state_1_share,experiment,method,avg_state_2_prob,ml_state_2_share
0.5948641928100404,0.4051358072011923,0.6203610832497493,0.37963891675025074,stan_k2_rollstd,stan_nuts,,
0.3961084307396376,0.4212190721681433,0.3696088264794383,0.44784353059177534,stan_k3_rollstd,stan_nuts,0.1826724971083023,0.18254764292878636
