experiment,method,variable,mean,sd,q05,median,q95
crypto_gaussian_k2_rollstd,uniform,trace_Sigma_0,2.990331424985613,0.4729698798675517,2.3767856121063233,2.9459797143936157,3.693193531036377
crypto_gaussian_k2_rollstd,uniform,mu_0_0,0.010944125328595483,0.034499550246771225,-0.0386621406301856,0.01134342746809125,0.0633698474615812
crypto_gaussian_k2_rollstd,uniform,mu_0_1,-0.0034940118402508754,0.03215035950554274,-0.0498983196914196,-0.00595919624902308,0.05270624887198201
crypto_gaussian_k2_rollstd,uniform,mu_0_2,-0.06256791887738343,0.03838276144218391,-0.12610192149877547,-0.06325238570570946,-0.001899510424118498
crypto_gaussian_k2_rollstd,uniform,mu_0_3,-0.028758424594499437,0.04696054829016261,-0.09792386554181576,-0.02902201935648918,0.06548986621201038
crypto_gaussian_k2_rollstd,uniform,mu_0_4,-0.03758533045267021,0.04103719078388543,-0.10073587000370025,-0.035770710557699203,0.02584564760327338
crypto_gaussian_k2_rollstd,uniform,pi_1,0.4118797310761043,0.026380053302100307,0.3701739951968193,0.4097629338502884,0.4579221963882446
crypto_gaussian_k2_rollstd,uniform,A_11,0.7894898576395852,0.022399525167145242,0.7602597415447235,0.7849484086036682,0.8319291442632675
crypto_gaussian_k2_rollstd,uniform,trace_Sigma_1,7.637571678842817,0.2869916288721007,7.14895088672638,7.6650941371917725,8.09579839706421
crypto_gaussian_k2_rollstd,uniform,mu_1_0,-0.04982279255803276,0.06641742048655268,-0.17641328349709512,-0.04108070954680443,0.05238979607820509
crypto_gaussian_k2_rollstd,uniform,mu_1_1,0.02876070130982303,0.05640722181957756,-0.05706407111138105,0.036408135667443275,0.12206258848309513
crypto_gaussian_k2_rollstd,uniform,mu_1_2,0.08912480031140149,0.1190012282445589,-0.08916370272636413,0.06038340926170349,0.30507073402404744
crypto_gaussian_k2_rollstd,uniform,mu_1_3,0.09749453730182722,0.06267774473919904,-0.04515620488673448,0.11130865290760994,0.16863468885421742
crypto_gaussian_k2_rollstd,uniform,mu_1_4,0.13543030330246048,0.0818903691198747,-0.025223476532846685,0.14361665397882462,0.2612473964691162
