experiment,method,variable,mean,sd,q05,median,q95
simulated_gaussian_k2_fullcov,online_feature,mu_1_1,-0.13926132038791872,0.08002006566572692,-0.26437672078609464,-0.11573519557714462,-0.02779735038056969
simulated_gaussian_k2_univariate,uniform,pi_0,0.6588637914169918,0.049974567474984,0.5738707423210144,0.668656200170517,0.7237583577632902
simulated_gaussian_k2_univariate,uniform,A_00,0.9655209916559133,0.003994789305224372,0.959918200969696,0.9649229645729065,0.9723265677690506
simulated_gaussian_k2_univariate,uniform,trace_Sigma_0,0.116621072945947,0.008949565932073253,0.1017854742705822,0.11696774885058403,0.1323126308619976
simulated_gaussian_k2_univariate,uniform,mu_0_0,0.03384167547291409,0.021557339075276724,-0.005012964643537997,0.03533763624727726,0.06646789908409116
simulated_gaussian_k2_univariate,uniform,pi_1,0.3411362152207981,0.049974566847898444,0.276241697371006,0.3313438296318054,0.4261292591691017
simulated_gaussian_k2_univariate,uniform,A_11,0.9326578331264582,0.009684538787910622,0.9188340425491333,0.9314483106136322,0.9472554832696914
simulated_gaussian_k2_univariate,uniform,trace_Sigma_1,1.2799890659072182,0.08296646617063472,1.1611705899238587,1.2661995887756348,1.4350579798221583
simulated_gaussian_k2_univariate,uniform,mu_1_0,-0.4228074762631546,0.09189525336551735,-0.5723552912473678,-0.4213255047798157,-0.2748610049486161
simulated_gaussian_k2_univariate,young_static,pi_0,0.6616445976224813,0.03189985467948758,0.604906439781189,0.6642744839191437,0.7033654481172561
simulated_gaussian_k2_univariate,young_static,A_00,0.9613033045421947,0.003805594410615585,0.956202307343483,0.9605014026165009,0.9676972419023514
simulated_gaussian_k2_univariate,young_static,trace_Sigma_0,0.11628270081498406,0.008245343115008895,0.10339448712766171,0.11565512418746948,0.1319661296904087
simulated_gaussian_k2_univariate,young_static,mu_0_0,0.002731976336905394,0.0328936318259285,-0.044788992218673225,-0.0002498246030882001,0.05533687546849239
simulated_gaussian_k2_univariate,young_static,pi_1,0.33835541152141313,0.03189985601011655,0.29663455337285993,0.33572550117969513,0.3950935617089272
simulated_gaussian_k2_univariate,young_static,A_11,0.9242757561531934,0.005334281726965568,0.915037652850151,0.9241671562194824,0.9333200365304947
simulated_gaussian_k2_univariate,young_static,trace_Sigma_1,1.2542348544705997,0.06050225510929934,1.1659671306610107,1.2551968693733215,1.3491662085056304
simulated_gaussian_k2_univariate,young_static,mu_1_0,-0.4320890717885711,0.04786439088967642,-0.5057043254375457,-0.42920057475566864,-0.34369296580553055
simulated_gaussian_k2_univariate,online_feature,pi_0,0.6360197991132737,0.032548011011469494,0.5814636647701263,0.6435476541519165,0.6772898465394974
simulated_gaussian_k2_univariate,online_feature,A_00,0.9585901486602697,0.003526063361667741,0.9526533097028732,0.9583932757377625,0.9638113260269165
simulated_gaussian_k2_univariate,online_feature,trace_Sigma_0,0.11272242756729776,0.007964827491032056,0.09962146282196045,0.11287669092416763,0.1260550856590271
simulated_gaussian_k2_univariate,online_feature,mu_0_0,0.03524439150390787,0.023895933054403164,-0.0022711724857799698,0.03565836697816849,0.07448905706405637
simulated_gaussian_k2_univariate,online_feature,pi_1,0.36398021219806237,0.03254800857854031,0.322710183262825,0.3564523458480835,0.4185363635420799
simulated_gaussian_k2_univariate,online_feature,A_11,0.927328919145194,0.007467392735926651,0.9150441378355026,0.9283921420574188,0.9393589347600937
simulated_gaussian_k2_univariate,online_feature,trace_Sigma_1,1.2219344770366496,0.09675127435792578,1.050177425146103,1.2337403297424316,1.370264571905136
simulated_gaussian_k2_univariate,online_feature,mu_1_0,-0.3427082650702108,0.04645175364395887,-0.4146206095814705,-0.3466946631669998,-0.25069868043065074
